item_id,date,text,headline,summary,link,section,category,read_time,concept,entity,synthesis,had_bleed,cluster
41d32158ba7e,2025-12-18,"gemini 3 flash. Google has introduced Gemini 3 Flash, a fast, lightweight model designed to deliver frontier-level intelligence with lower latency. It's built to help users quickly learn, plan, and build across a range of everyday tasks and applications.",GEMINI 3 FLASH,"Google has introduced Gemini 3 Flash, a fast, lightweight model designed to deliver frontier-level intelligence with lower latency. It's built to help users quickly learn, plan, and build across a range of everyday tasks and applications.",https://blog.google/products/gemini/gemini-3-flash/?utm_source=tldrai,Headlines & Launches,AI Hardware & Infrastructure,7 MINUTE READ,,,,True,8
af6102d5fc17,2025-12-18,"yes, agi can happen – a computational perspective. Current models vastly underutilize hardware: DeepSeek-V3 and Llama-4 achieve only ~20% FLOP utilization during training, and inference runs at single-digit utilization because autoregressive models are bottlenecked on loading weights from memory, not compute. Models we see today are also lagging indicators, trained on last-gen hardware that's unoptimized for the massive size of modern clusters and the latest training methods.","YES, AGI CAN HAPPEN – A COMPUTATIONAL PERSPECTIVE","Current models vastly underutilize hardware: DeepSeek-V3 and Llama-4 achieve only ~20% FLOP utilization during training, and inference runs at single-digit utilization because autoregressive models are bottlenecked on loading weights from memory, not compute. Models we see today are also lagging indicators, trained on last-gen hardware that's unoptimized for the massive size of modern clusters and the latest training methods.",,Deep Dives & Analysis,AI Model Releases,5 MINUTE READ,,,,True,4
6a76a83527b5,2025-12-19,"ft reports. Alexandre LeBrun, the founder of French health tech startup Nabla, will be the chief executive of the new LeCun's startup.",FT REPORTS,"Alexandre LeBrun, the founder of French health tech startup Nabla, will be the chief executive of the new LeCun's startup.",https://finance.yahoo.com/news/metas-yann-lecun-targets-3-110641727.html?utm_source=tldrai,Quick Links,AI Business & Funding,1 MINUTE READ,,,,False,2
3c1e6fe6cb32,2025-12-19,"billion. OpenAI is in the early stages of a fundraising round that could raise as much as $100 billion, valuing the startup at as much as $830 billion. It aims to complete the round by the end of the first quarter at the earliest. It is unclear whether there will be sufficient investor demand to reach the goal. The round will be one of the biggest tests OpenAI has faced since the public market's exuberance for AI spending waned.",BILLION,"OpenAI is in the early stages of a fundraising round that could raise as much as $100 billion, valuing the startup at as much as $830 billion. It aims to complete the round by the end of the first quarter at the earliest. It is unclear whether there will be sufficient investor demand to reach the goal. The round will be one of the biggest tests OpenAI has faced since the public market's exuberance for AI spending waned.",https://links.tldrnewsletter.com/UBSS0l,Headlines & Launches,AI Business & Funding,4 MINUTE READ,,,,True,0
8066ff5d55d7,2025-12-19,"introducing gpt-5.2-codex. OpenAI's new agentic coding model is state-of-the-art on SWE-Bench Pro and Terminal-Bench 2.0 with improved long-horizon work. OpenAI is launching a trusted access pilot to give vetted cybersecurity professionals access to future, more powerful models.",INTRODUCING GPT-5.2-CODEX,"OpenAI's new agentic coding model is state-of-the-art on SWE-Bench Pro and Terminal-Bench 2.0 with improved long-horizon work. OpenAI is launching a trusted access pilot to give vetted cybersecurity professionals access to future, more powerful models.",https://links.tldrnewsletter.com/8ea9zT,Headlines & Launches,AI Coding Tools,5 MINUTE READ,,,,False,15
bf75d6b3d998,2025-12-19,"ai #147: flash forward. GPT-5.2 is a frontier model only for the frontier. OpenAI's image 1.5 looks comparable to Nano Banana Pro, and the startup has a deal for Disney's characters. Gemini 3 Flash is a good model for its speed and price. It captures the bulk of Gemini 3 Pro's intelligence quickly at a low price.",AI #147: FLASH FORWARD,"GPT-5.2 is a frontier model only for the frontier. OpenAI's image 1.5 looks comparable to Nano Banana Pro, and the startup has a deal for Disney's characters. Gemini 3 Flash is a good model for its speed and price. It captures the bulk of Gemini 3 Pro's intelligence quickly at a low price.",https://thezvi.substack.com/p/ai-147-flash-forward?utm_source=tldrai,Deep Dives & Analysis,AI Model Releases,93 MINUTE READ,,,,False,15
5df91ad7e9ff,2025-12-19,"evaluating chain-of-thought monitorability. OpenAI has proposed a new evaluation suite to measure how reliably model reasoning can be monitored via chains-of-thought. The study assessed monitorability across 24 environments and found that reasoning transparency can vary significantly with scale, reinforcement learning, and inference-time compute.",EVALUATING CHAIN-OF-THOUGHT MONITORABILITY,"OpenAI has proposed a new evaluation suite to measure how reliably model reasoning can be monitored via chains-of-thought. The study assessed monitorability across 24 environments and found that reasoning transparency can vary significantly with scale, reinforcement learning, and inference-time compute.",https://links.tldrnewsletter.com/LIdH5s,Deep Dives & Analysis,AI Model Releases,15 MINUTE READ,,,,False,14
f6a3f7b03870,2025-12-19,"agent skills becomes an open standard. Agent Skills, folders of instructions, scripts, and resources that give AI agents new capabilities on demand, originated at Anthropic (which also created MCP) and is now an open format with adoption from Cursor, GitHub, VS Code, Claude Code, and OpenAI's Codex CLI. Skills let teams package domain expertise and workflows into portable, version-controlled packages that work across different agent products.",AGENT SKILLS BECOMES AN OPEN STANDARD,"Agent Skills, folders of instructions, scripts, and resources that give AI agents new capabilities on demand, originated at Anthropic (which also created MCP) and is now an open format with adoption from Cursor, GitHub, VS Code, Claude Code, and OpenAI's Codex CLI. Skills let teams package domain expertise and workflows into portable, version-controlled packages that work across different agent products.",https://agentskills.io/home?utm_source=tldrai,Engineering & Research,AI Coding Tools,2 MINUTE READ,,,,False,9
9184c522f193,2025-12-19,"introducing mistral ocr 3. Mistral OCR 3 is designed to extract text and embedded images from a wide range of documents with exceptional fidelity. It is a major upgrade over the previous version in forms, handwritten content, low-quality scans, and tables. Mistral OCR 3 enables downstream systems to understand structure as well as document content. The model can be integrated via API and used with Document AI, a UI that parses documents into text or structured JSON.",INTRODUCING MISTRAL OCR 3,"Mistral OCR 3 is designed to extract text and embedded images from a wide range of documents with exceptional fidelity. It is a major upgrade over the previous version in forms, handwritten content, low-quality scans, and tables. Mistral OCR 3 enables downstream systems to understand structure as well as document content. The model can be integrated via API and used with Document AI, a UI that parses documents into text or structured JSON.",https://mistral.ai/news/mistral-ocr-3?utm_source=tldrai,Engineering & Research,AI Products & Applications,8 MINUTE READ,,Mistral,,True,6
4ffec24d5834,2025-12-19,billion valuation. Alphabet and Nvidia have invested in Swedish vibe coding startup Lovable in a $330 million Series B round that places it at a $6.6 billion valuation. Lovable has raised over $500 million this year. The company has built a product popular with both enterprises and founders. Its platform uses AI models to help users build apps and,BILLION VALUATION,Alphabet and Nvidia have invested in Swedish vibe coding startup Lovable in a $330 million Series B round that places it at a $6.6 billion valuation. Lovable has raised over $500 million this year. The company has built a product popular with both enterprises and founders. Its platform uses AI models to help users build apps and,https://www.cnbc.com/2025/12/18/google-and-n.html?utm_source=tldrai,Miscellaneous,AI Business & Funding,3 MINUTE READ,,,,False,10
a0e089d6cb19,2025-12-19,the signature flicker. Anthropic has fixed Claude Code's signature flicker. Terminals weren't really designed for interactivity. Repositioning the cursor and writing over existing text easily leads to flickering if not done well. Anthropic chose to re-render only the changed parts. It rewrote the renderer from scratch while still keeping React as the component model.,THE SIGNATURE FLICKER,Anthropic has fixed Claude Code's signature flicker. Terminals weren't really designed for interactivity. Repositioning the cursor and writing over existing text easily leads to flickering if not done well. Anthropic chose to re-render only the changed parts. It rewrote the renderer from scratch while still keeping React as the component model.,https://steipete.me/posts/2025/signature-flicker?utm_source=tldrai,Miscellaneous,AI Model Releases,4 MINUTE READ,,,,False,17
e42b751c49dc,2025-12-19,"contra dspy and gepa. Trying to treat LLM workflows as modular programs is a backwards, rigid, and the wrong fit for the most interesting tasks.",CONTRA DSPY AND GEPA,"Trying to treat LLM workflows as modular programs is a backwards, rigid, and the wrong fit for the most interesting tasks.",https://benanderson.work/blog/contra-dspy-gepa/?utm_source=tldrai,Quick Links,Other,15 MINUTE READ,,,,False,7
2e444504bf53,2025-12-19,superpowers 4. Superpowers 4.5 has better subagent-driven development.,SUPERPOWERS 4,Superpowers 4.5 has better subagent-driven development.,https://blog.fsck.com/2025/12/18/superpowers-4/?utm_source=tldrai,Quick Links,Other,4 MINUTE READ,,,,False,12
1904f901b36f,2025-12-19,"project vend: phase two. Anthropic's AI shopkeeper experiment finally became profitable after upgrading to Sonnet 4.5, adding a CRM, and hiring an AI CEO.",PROJECT VEND: PHASE TWO,"Anthropic's AI shopkeeper experiment finally became profitable after upgrading to Sonnet 4.5, adding a CRM, and hiring an AI CEO.",https://www.anthropic.com/research/project-vend-2?utm_source=tldrai,Quick Links,AI Model Releases,8 MINUTE READ,,,,False,3
1616b2175e35,2025-12-19,"2026 vibe coding tool comparison. Replit is the most feature-rich, well-thought-out, and powerful vibe coding tool, but v0 is the best if you're already a developer and want a technical interface. META'S YANN LECUN TARGETS $3.5 BILLION VALUATION FOR NEW AI STARTUP,",2026 VIBE CODING TOOL COMPARISON,"Replit is the most feature-rich, well-thought-out, and powerful vibe coding tool, but v0 is the best if you're already a developer and want a technical interface. META'S YANN LECUN TARGETS $3.5 BILLION VALUATION FOR NEW AI STARTUP,",https://read.technically.dev/p/2026-vibe-coding-tool-comparison?utm_source=tldrai,Quick Links,AI Business & Funding,20 MINUTE READ,,,,False,11
0a44b737abf8,2025-12-22,"experiment diary. This document contains a diary for an experiment aimed at teaching an LLM using GRPO to generate regex given a description. It details the performance, learnings, modifications, and key takeaways from each experiment. The initial training run was on December 17. It saw the model quickly learning how to generate valid regex tags, but the model was basically generating random regex strings.",EXPERIMENT DIARY,"This document contains a diary for an experiment aimed at teaching an LLM using GRPO to generate regex given a description. It details the performance, learnings, modifications, and key takeaways from each experiment. The initial training run was on December 17. It saw the model quickly learning how to generate valid regex tags, but the model was basically generating random regex strings.",,Deep Dives & Analysis,AI Research & Science,3 MINUTE READ,,,,False,7
a317b0b2a949,2025-12-22,"multiplexing mcp servers for agentic specialization. MCP servers give agents the tools they need to accomplish tasks. This post discusses how to multiplex MCP servers to simplify the connection to various tools within them. Multiplexing allows multiple MCP servers to be used over a gateway in a single interaction. It allows agents to access multiple MCP servers with different stacks, clouds, applications, and frameworks for specialized tasks.",MULTIPLEXING MCP SERVERS FOR AGENTIC SPECIALIZATION,"MCP servers give agents the tools they need to accomplish tasks. This post discusses how to multiplex MCP servers to simplify the connection to various tools within them. Multiplexing allows multiple MCP servers to be used over a gateway in a single interaction. It allows agents to access multiple MCP servers with different stacks, clouds, applications, and frameworks for specialized tasks.",,Engineering & Research,Agentic AI,8 MINUTE READ,,,,False,9
5c38d6fbef84,2025-12-22,50x ray tracing improvement. Chinese GPU maker Moore Threads' Huagang architecture promises significant performance gains in gaming and AI.,50X RAY TRACING IMPROVEMENT,Chinese GPU maker Moore Threads' Huagang architecture promises significant performance gains in gaming and AI.,,Quick Links,Agentic AI,4 MINUTE READ,,,,True,5
e660aaa84645,2025-12-22,by year-end. Masayoshi Son has already sold SoftBank's entire $5.8 billion stake in Nvidia to come up with the money.,BY YEAR-END,Masayoshi Son has already sold SoftBank's entire $5.8 billion stake in Nvidia to come up with the money.,https://finance.yahoo.com/news/exclusive-softbank-races-fulfill-22-233202534.html?utm_source=tldrai,Quick Links,AI Hardware & Infrastructure,5 MINUTE READ,,,,False,10
566813c124ba,2025-12-22,"the dawn of a world simulator. World simulators are models trained to predict how the world evolves over time, frame-by-frame, using large amounts of video and interaction data.",THE DAWN OF A WORLD SIMULATOR,"World simulators are models trained to predict how the world evolves over time, frame-by-frame, using large amounts of video and interaction data.",https://odyssey.ml/the-dawn-of-a-world-simulator?utm_source=tldrai,Quick Links,AI Hardware & Infrastructure,8 MINUTE READ,,,,True,16
b819eb7cecaf,2025-12-22,"how can flash beat pro. A lot of research progress on agentic reinforcement learning made its way into Gemini 3 Flash, but it was too late for Pro.",HOW CAN FLASH BEAT PRO,"A lot of research progress on agentic reinforcement learning made its way into Gemini 3 Flash, but it was too late for Pro.",https://threadreaderapp.com/thread/2002017859443233017.html?utm_source=tldrai,Quick Links,AI Model Releases,1 MINUTE READ,,,,False,8
c5be5b37212a,2025-12-22,"how to game the metr plot. METR topics are public, making it easy to game METR horizon length measurements for a frontier lab.",HOW TO GAME THE METR PLOT,"METR topics are public, making it easy to game METR horizon length measurements for a frontier lab.",https://shash42.substack.com/p/how-to-game-the-metr-plot?utm_source=tldrai,Miscellaneous,Other,9 MINUTE READ,,,,True,2
19d6f9054e10,2025-12-22,tcgen05 for dummies. tcgen05 is the set of PTX instructions that programs Tensor Cores on the latest NVIDIA Blackwell GPUs. This post contains a tutorial for Blackwell in plain CUDA C++ with PTX.,TCGEN05 FOR DUMMIES,tcgen05 is the set of PTX instructions that programs Tensor Cores on the latest NVIDIA Blackwell GPUs. This post contains a tutorial for Blackwell in plain CUDA C++ with PTX.,https://gau-nernst.github.io/tcgen05/?utm_source=tldrai,Engineering & Research,AI Hardware & Infrastructure,70 MINUTE READ,,,,False,5
a999c4b29ff5,2025-12-22,qwen-image-layered. Qwen-Image-Layered is a model capable of decomposing an image into multiple RGBA layers. Each layer can be independently manipulated without affecting other content.,QWEN-IMAGE-LAYERED,Qwen-Image-Layered is a model capable of decomposing an image into multiple RGBA layers. Each layer can be independently manipulated without affecting other content.,https://github.com/QwenLM/Qwen-Image-Layered?utm_source=tldrai,Engineering & Research,AI Model Releases,GITHUB REPO,,,,False,19
5fff7f1ccf0e,2025-12-22,"andrej karpathy's 2025 llm year in review. Andrej Karpathy has outlined paradigm shifts of LLMs in 2025, including fast inference engines, model distillation trends, real-time agents, neural GPUs, and the rise of high-quality open models like DeepSeek-V2 and RWKV.",ANDREJ KARPATHY'S 2025 LLM YEAR IN REVIEW,"Andrej Karpathy has outlined paradigm shifts of LLMs in 2025, including fast inference engines, model distillation trends, real-time agents, neural GPUs, and the rise of high-quality open models like DeepSeek-V2 and RWKV.",https://karpathy.bearblog.dev/year-in-review-2025/?utm_source=tldrai,Deep Dives & Analysis,AI Model Releases,6 MINUTE READ,,,,False,7
9bae6583fd6f,2025-12-22,"introducing mimo-v2-flash. MiMo-V2-Flash is a powerful, efficient, and ultra-fast foundational language model that excels in reasoning, coding, and agentic scenarios. JAX-JS (GITHUB REPO) jax-js is a machine learning framework for the browser. It brings JAX-style, high-performance CPU and GPU kernels to JavaScript.",INTRODUCING MIMO-V2-FLASH,"MiMo-V2-Flash is a powerful, efficient, and ultra-fast foundational language model that excels in reasoning, coding, and agentic scenarios. JAX-JS (GITHUB REPO) jax-js is a machine learning framework for the browser. It brings JAX-style, high-performance CPU and GPU kernels to JavaScript.",https://mimo.xiaomi.com/blog/mimo-v2-flash?utm_source=tldrai,Engineering & Research,Agentic AI,10 MINUTE READ,,Hugging Face;Xiaomi,,False,6
a7cc76c95606,2025-12-22,evaluating context compression for ai agents. What happens when agents run out of memory determines whether they continue productively or have to start from scratch. Structured summarization retains more useful information than alternative methods without sacrificing compression efficiency.,EVALUATING CONTEXT COMPRESSION FOR AI AGENTS,What happens when agents run out of memory determines whether they continue productively or have to start from scratch. Structured summarization retains more useful information than alternative methods without sacrificing compression efficiency.,https://factory.ai/news/evaluating-compression?utm_source=tldrai,Deep Dives & Analysis,Agentic AI,10 MINUTE READ,,,,False,14
ddd96cb8d442,2025-12-22,"the changing drivers of llm adoption. LLM use is rising. People are increasingly using different LLMs, different products, and in different places. ChatGPT remains dominant and keeps acquiring new users, but Gemini's growth has been faster over the last few months.",THE CHANGING DRIVERS OF LLM ADOPTION,"LLM use is rising. People are increasingly using different LLMs, different products, and in different places. ChatGPT remains dominant and keeps acquiring new users, but Gemini's growth has been faster over the last few months.",https://epochai.substack.com/p/the-changing-drivers-of-llm-adoption?utm_source=tldrai,Deep Dives & Analysis,AI Model Releases,15 MINUTE READ,,,,False,7
5fce9eaf805e,2025-12-22,evaluations. Anthropic's Bloom is an open-source tool for generating automated behavioral evaluations of AI models. Bloom assesses specific behaviors like self-preferential bias and sabotage by creating scenarios and quantifying behavior occurrence across models.,EVALUATIONS,Anthropic's Bloom is an open-source tool for generating automated behavioral evaluations of AI models. Bloom assesses specific behaviors like self-preferential bias and sabotage by creating scenarios and quantifying behavior occurrence across models.,https://www.anthropic.com/research/bloom?utm_source=tldrai,Headlines & Launches,AI Safety & Policy,7 MINUTE READ,,,,False,18
ae19b0713c97,2025-12-22,"cursor acquires graphite. Cursor has acquired Graphite, a company known for its performance-focused internal developer portal. This marks Cursor's third acquisition as it aims to build a comprehensive AI-powered dev platform. INTRODUCING BLOOM: AN OPEN SOURCE TOOL FOR AUTOMATED BEHAVIORAL",CURSOR ACQUIRES GRAPHITE,"Cursor has acquired Graphite, a company known for its performance-focused internal developer portal. This marks Cursor's third acquisition as it aims to build a comprehensive AI-powered dev platform. INTRODUCING BLOOM: AN OPEN SOURCE TOOL FOR AUTOMATED BEHAVIORAL",https://techcrunch.com/2025/12/19/cursor-continues-acquisition-spree-with-graphite-deal/?utm_source=tldrai,Headlines & Launches,AI Business & Funding,2 MINUTE READ,,,,False,1
accfcfc323e9,2025-12-22,"chatgpt adds tone personalization. OpenAI has introduced new personalization options in ChatGPT, letting users adjust enthusiasm, warmth, and emoji use directly. These controls, available in the Personalization menu, offer ""More,"" ""Less,"" or ""Default"" settings.",CHATGPT ADDS TONE PERSONALIZATION,"OpenAI has introduced new personalization options in ChatGPT, letting users adjust enthusiasm, warmth, and emoji use directly. These controls, available in the Personalization menu, offer ""More,"" ""Less,"" or ""Default"" settings.",https://links.tldrnewsletter.com/UEEI7J,Headlines & Launches,AI Model Releases,1 MINUTE READ,,,,False,15
ab2975d435f7,2025-12-22,understanding ai benchmarks. Benchmarks are the most widely misunderstood part of the AI ecosystem. The only benchmark that matters at the end of the day is your own workload.,UNDERSTANDING AI BENCHMARKS,Benchmarks are the most widely misunderstood part of the AI ecosystem. The only benchmark that matters at the end of the day is your own workload.,https://blog.sshh.io/p/understanding-ai-benchmarks?utm_source=tldrai,Deep Dives & Analysis,AI Model Releases,25 MINUTE READ,,,,False,18
a3e3d2cd06fb,2025-12-23,agent skills for context engineering. This repository contains a comprehensive collection of Agent Skills for building production-grade AI agent systems. OPENTINKER (GITHUB REPO) OpenTinker is an RL-as-a-Service infrastructure for foundation models. SCIENTIFIC INTELLIGENCE BENCHMARK (GITHUB REPO) SGI-Bench is a benchmark for assessing Scientific General Intelligence across the entire research cycle.,AGENT SKILLS FOR CONTEXT ENGINEERING,This repository contains a comprehensive collection of Agent Skills for building production-grade AI agent systems. OPENTINKER (GITHUB REPO) OpenTinker is an RL-as-a-Service infrastructure for foundation models. SCIENTIFIC INTELLIGENCE BENCHMARK (GITHUB REPO) SGI-Bench is a benchmark for assessing Scientific General Intelligence across the entire research cycle.,https://github.com/muratcankoylan/Agent-Skills-for-Context-Engineering?utm_source=tldrai,Engineering & Research,AI Research & Science,GITHUB REPO,,,,False,9
6ef4f50b6452,2025-12-23,2026 predictions. 2026 may also be the first year the AI trade meaningfully splits into AI infra vs AI applications. Links: ------ https://links.tldrnewsletter.com/3lF8cQ https://links.tldrnewsletter.com/kZtPyd https://blog.kilo.ai/p/minimax-m21?utm_source=tldrai https://manus.im/blog/manus-design-view?utm_source=tldrai https://links.tldrnewsletter.com/DEARHN https://benanderson.work/blog/async-coding-agents/?utm_source=tldrai https://bdtechtalks.substack.com/p/what-i-think-makes-gemini-3-flash?utm_source=tldrai https://vercel.com/blog/we-removed-80-percent-of-our-agents-tools?utm_source=tldrai https://github.com/muratcankoylan/Agent-Skills-for-Context-Engineering?utm_source=tldrai https://github.com/open-tinker/OpenTinker?utm_source=tldrai https://github.com/InternScience/SGI-Bench?utm_source=tldrai https://cursor.com/blog/hooks-partners?utm_source=tldrai https://www.thealgorithmicbridge.com/p/the-shape-of-artificial-intelligence?utm_source=tldrai https://links.tldrnewsletter.com/9zHjq9 https://cloud.google.com/blog/products/ai-machine-learning/new-enhanced-tool-governance-in-vertex-ai-agent-builder/?utm_source=tldrai https://robonomics.substack.com/p/2026-predictions?utm_source=tldrai,2026 PREDICTIONS,2026 may also be the first year the AI trade meaningfully splits into AI infra vs AI applications. Links: ------ https://links.tldrnewsletter.com/3lF8cQ https://links.tldrnewsletter.com/kZtPyd https://blog.kilo.ai/p/minimax-m21?utm_source=tldrai https://manus.im/blog/manus-design-view?utm_source=tldrai https://links.tldrnewsletter.com/DEARHN https://benanderson.work/blog/async-coding-agents/?utm_source=tldrai https://bdtechtalks.substack.com/p/what-i-think-makes-gemini-3-flash?utm_source=tldrai https://vercel.com/blog/we-removed-80-percent-of-our-agents-tools?utm_source=tldrai https://github.com/muratcankoylan/Agent-Skills-for-Context-Engineering?utm_source=tldrai https://github.com/open-tinker/OpenTinker?utm_source=tldrai https://github.com/InternScience/SGI-Bench?utm_source=tldrai https://cursor.com/blog/hooks-partners?utm_source=tldrai https://www.thealgorithmicbridge.com/p/the-shape-of-artificial-intelligence?utm_source=tldrai https://links.tldrnewsletter.com/9zHjq9 https://cloud.google.com/blog/products/ai-machine-learning/new-enhanced-tool-governance-in-vertex-ai-agent-builder/?utm_source=tldrai https://robonomics.substack.com/p/2026-predictions?utm_source=tldrai,https://robonomics.substack.com/p/2026-predictions?utm_source=tldrai,Quick Links,AI Coding Tools,8 MINUTE READ,,MiniMax,,False,3
34e8a9727f50,2025-12-23,builder. Google announced advanced governance features for Vertex AI Agent Builder.,BUILDER,Google announced advanced governance features for Vertex AI Agent Builder.,https://cloud.google.com/blog/products/ai-machine-learning/new-enhanced-tool-governance-in-vertex-ai-agent-builder/?utm_source=tldrai,Quick Links,Agentic AI,5 MINUTE READ,,,,False,11
9576d02252be,2025-12-23,the shape of artificial intelligence. AI's utility in the coming decade will come from understanding the technology's strengths and where it can be used to augment human ability.,THE SHAPE OF ARTIFICIAL INTELLIGENCE,AI's utility in the coming decade will come from understanding the technology's strengths and where it can be used to augment human ability.,https://www.thealgorithmicbridge.com/p/the-shape-of-artificial-intelligence?utm_source=tldrai,Miscellaneous,AI Developer Tools,33 MINUTE READ,,,,False,3
ea9bdbb63763,2025-12-23,cursor expands agent hooks. Cursor has announced partnerships to integrate its agent hook system with security and platform vendors.,CURSOR EXPANDS AGENT HOOKS,Cursor has announced partnerships to integrate its agent hook system with security and platform vendors.,https://cursor.com/blog/hooks-partners?utm_source=tldrai,Miscellaneous,AI Coding Tools,3 MINUTE READ,,,,False,1
a6a9c4cf208d,2025-12-23,we removed 80% of our agent's tools. Vercel spent months building a sophisticated internal text-to-SQL agent. The team then deleted most of it and stripped the agent down to a single tool that executed arbitrary bash commands. Its agent got simpler and better at the same time: it had a 100% success rate instead of 80%.,WE REMOVED 80% OF OUR AGENT'S TOOLS,Vercel spent months building a sophisticated internal text-to-SQL agent. The team then deleted most of it and stripped the agent down to a single tool that executed arbitrary bash commands. Its agent got simpler and better at the same time: it had a 100% success rate instead of 80%.,https://vercel.com/blog/we-removed-80-percent-of-our-agents-tools?utm_source=tldrai,Deep Dives & Analysis,Agentic AI,4 MINUTE READ,,Vercel,,False,9
5c86108aabe9,2025-12-23,"introducing manus design view. Manus Design View is an extension of the Manus agent for seamless AI design workflows. It enables designers to generate concepts with simple prompts, make precise edits using the Mark Tool, and change text easily.",INTRODUCING MANUS DESIGN VIEW,"Manus Design View is an extension of the Manus agent for seamless AI design workflows. It enables designers to generate concepts with simple prompts, make precise edits using the Mark Tool, and change text easily.",https://manus.im/blog/manus-design-view?utm_source=tldrai,Headlines & Launches,AI Products & Applications,3 MINUTE READ,,,,False,11
6c82f208bdab,2025-12-23,"hardening atlas against prompt injection. This post details OpenAI's ongoing efforts to secure its AI browser, Atlas, against prompt injection attacks - malicious instructions embedded in web content that manipulate agent behavior.",HARDENING ATLAS AGAINST PROMPT INJECTION,"This post details OpenAI's ongoing efforts to secure its AI browser, Atlas, against prompt injection attacks - malicious instructions embedded in web content that manipulate agent behavior.",https://links.tldrnewsletter.com/DEARHN,Deep Dives & Analysis,Agentic AI,13 MINUTE READ,,,,False,0
3ff0713d2ae2,2025-12-23,minimax m2.1 is live in kilo. MiniMax M2.1 is ahead of DeepSeek and Kimi on several benchmarks. It is even catching up to state-of-the-art models in some areas.,MINIMAX M2.1 IS LIVE IN KILO,MiniMax M2.1 is ahead of DeepSeek and Kimi on several benchmarks. It is even catching up to state-of-the-art models in some areas.,https://blog.kilo.ai/p/minimax-m21?utm_source=tldrai,Headlines & Launches,AI Model Releases,3 MINUTE READ,,,,False,4
8156795d3bf7,2025-12-23,"your year with chatgpt. OpenAI introduced a personalized year-in-review feature called ""Your Year with ChatGPT,"" available to eligible users in select regions. Inspired by Spotify Wrapped, the feature highlights individual usage trends from the past year. Z.AI LAUNCHES GLM-4.",YOUR YEAR WITH CHATGPT,"OpenAI introduced a personalized year-in-review feature called ""Your Year with ChatGPT,"" available to eligible users in select regions. Inspired by Spotify Wrapped, the feature highlights individual usage trends from the past year. Z.AI LAUNCHES GLM-4.",https://links.tldrnewsletter.com/3lF8cQ,Headlines & Launches,AI Products & Applications,2 MINUTE READ,,,,True,15
33994062bb66,2025-12-23,"async coding agents ""from scratch"". It's pretty easy to homebrew your own asynchronous coding agent. Companies working on coding agents are doing everything they can to train their own SWE agents and auxiliary models to improve their harnesses.","ASYNC CODING AGENTS ""FROM SCRATCH""",It's pretty easy to homebrew your own asynchronous coding agent. Companies working on coding agents are doing everything they can to train their own SWE agents and auxiliary models to improve their harnesses.,https://benanderson.work/blog/async-coding-agents/?utm_source=tldrai,Deep Dives & Analysis,Agentic AI,10 MINUTE READ,,,,False,9
8daf46b20446,2025-12-23,"what (i think) makes gemini 3 flash so good and fast. Gemini 3 Flash is a lightweight, efficient model optimized for speed and low latency. It is capable of delivering performance comparable to Gemini 3 Pro at a fraction of the cost. The model's design brings unprecedented power but introduces specific tradeoffs in token efficiency and reliability. This post takes a look at the leaked architectural details of the new model.",WHAT (I THINK) MAKES GEMINI 3 FLASH SO GOOD AND FAST,"Gemini 3 Flash is a lightweight, efficient model optimized for speed and low latency. It is capable of delivering performance comparable to Gemini 3 Pro at a fraction of the cost. The model's design brings unprecedented power but introduces specific tradeoffs in token efficiency and reliability. This post takes a look at the leaked architectural details of the new model.",,Deep Dives & Analysis,AI Model Releases,8 MINUTE READ,,,,False,8
2896be6fd382,2025-12-24,arc-agi-2!. Poetiq saw results as high as 75% at under $8/problem using GPT-5.2 X-High on the full PUBLIC-EVAL dataset.,ARC-AGI-2!,Poetiq saw results as high as 75% at under $8/problem using GPT-5.2 X-High on the full PUBLIC-EVAL dataset.,https://threadreaderapp.com/thread/2003546910427361402.html?utm_source=tldrai,Quick Links,AI Model Releases,2 MINUTE READ,,,,False,4
